File,ZCR,SpectralCentroid,SpectralFlux,RMSEnergy,Classification
AuDVV-xJWcQ,0.15530545303220822,2048.188921539582,-0.28908782525507776,0.10505027,Speech
AuWhZ-Rf8f8,0.11636010692464359,1982.9038443315515,-1.7499486036258243,0.04049402,Speech
AvpDG-YLDPY,0.06517517262747875,913.8974195223074,2.629659445277835,0.06918724,Music
AzTKt-Yb9ec,0.0738127550876467,1254.6860416003358,-3.422240750199158e-16,0.16766936,Music
AzmfZ-sXV44,0.14542379158519184,1788.2008771156648,-4.326349004205261e-16,0.11409065,Speech
BASTB-cWano,0.09640478303460584,1441.2481390667044,1.129456320115403e-15,0.070076436,Music
BCaUl-bzbCI,0.17695473724941038,1863.1371927214036,0.3115254576101771,0.07385803,Speech
BCeJR-u6lmk,0.11663468695323334,1799.685616574035,-0.006597006495619678,0.025769865,Music
BETxB-7xaJI,0.052319311201874365,1692.8532238720597,-1.934432772095299,0.39938483,Music
BGhuZ-OUOIk,0.1571422371031746,2008.924571386613,-0.18449390981855895,0.008890825,Speech
BGoJe-8HuSM,0.08893285992644916,1491.8103833526457,-0.0005484127884894096,0.018533215,Music
BKxmz-kxC9g,0.15674629780783583,2439.399557196967,3.1732273175991472,0.19870624,Speech
BNHjk-fip1c,0.11898486001671442,1868.7982483201663,2.0590120742852065,0.019689288,Speech
BNUeB-4Boyw,0.12982852140792392,1813.7220709640558,-0.00268127401731597,0.08971814,Speech
BNssC-jM67Y,0.16996116005913328,1891.5308014903492,0.024594799717417334,0.027105063,Speech
BOsUa-R4Bv4,0.05596500217418972,969.1912846384877,-0.24800049696765034,0.036892243,Music
BQUGB-D6P1c,0.11048835603462029,1582.824039422703,0.20034162687811305,0.014893507,Music
BQfJS-R8yIo,0.10361557788200151,1677.4806312804312,-0.003401290183775032,0.02828191,Music
BTXJv-fPm_E,0.22348208079028364,2647.82161677768,-0.0032984811985359488,0.15735374,Speech
BULDL-56U5s,0.11560858511656649,1526.1964250676992,0.025824595697365553,0.020740913,Music
BULDL-oO5mA,0.09890432524517265,1506.2571591688456,-5.933551029311901e-17,0.16062786,Music
BWqAY-2vFtg,0.08984073591820987,1584.6066974360426,-0.19431068199682577,0.08846627,Music
BYsuH-oKS2Y,0.18711479252971902,2075.9794891765077,-0.01290054863109235,0.08328391,Speech
BZIlO-zZJ3w,0.1525331924521858,1994.7833821698555,0.0,0.042422988,Speech
BabTt-5sDpA,0.14359344572978486,2241.92796928558,0.07678328168713759,0.07474021,Speech
BbHjp-N1t0s,0.15236442403073536,1935.2984261715644,0.029795267872539333,0.08396428,Speech
BbTSe-DAqxY,0.05953718757969906,1145.635386120594,5.800348863347757e-17,0.12365649,Music
BbdPk-3-gLc,0.11142978608044164,1661.4728010809254,-2.0502585702726064e-16,0.18331435,Music
BbhJP-ODZHc,0.14008219643004624,1913.3821402380504,-7.514001171289889e-17,0.06411764,Speech
BcEMb-zlHoY,0.04298335670405983,851.6513758976901,4.447271047817971,0.18306306,Music
BceJR-Z6CUA,0.09869588216145833,1309.1400976864156,0.3349544679290461,0.01112873,Music
BdKSw-2hdtw,0.1391317667605796,1868.6457217234956,0.21776661529719282,0.12620541,Speech
BdKsW-GLPLA,0.12795714784611106,1678.140319548469,-0.014474880902587832,0.06345512,Music
BdixE-GFRxE,0.13539531079828337,1833.1592434112385,0.0024485591639336205,0.09971957,Speech
Bdksw--tExI,0.09109283220836768,1535.3012780480672,1.900872809620142,0.17193635,Music
BfCJR-5vY8U,0.125030567854201,1644.9521261476789,1.1638509815738918,0.07760095,Music
BfyWW-XDvpg,0.13538229054418102,1672.798945270265,0.31383988672655405,0.05254859,Music
BiGOW-oHgjc,0.13407633725827717,1777.3346183478275,-0.4439255980548283,0.0035032267,Speech
BjqOs-4QDZY,0.09757525495830516,1851.3909107710274,-0.3267496744280761,0.21959539,Music
BmHGU-GimWQ,0.05104903184529368,853.9005169607308,-0.18073288309954796,0.0881784,Music
BnSsC-re5KQ,0.05790181550266904,1088.859774877374,0.11846767938350862,0.023632227,Music
BoKmg-zqosA,0.15294031943044356,2300.0071480816373,-0.4206787420324803,0.1210317,Speech
BotUD-KJyxA,0.15134649087055754,2045.7723964282281,0.3271756958463307,0.023103325,Speech
BpsCJ-IPgVA,0.1581188878153055,1986.2938894117044,0.10978726516583107,0.061589666,Speech
BqCyo-bTS48,0.1060119498767324,1400.1188243346896,-0.05125407239908327,0.03786878,Music
Bqfjs-2PZPA,0.11485593100346482,1982.2091166652012,-0.2806912421643251,0.25477555,Music
BrAUB-eY_QE,0.16663223657852563,2139.8583212305166,-0.9659911586925932,0.20625207,Speech
BrAUb-nOfB0,0.08776933856996684,1166.4223040230188,-0.12535377699110356,0.09582839,Music
BsPSi-oH-TY,0.1529931501729377,2086.42264612125,-0.0054261392155748895,0.07200248,Speech
BwHtD-Zkm80,0.12150572455289989,2063.7783538819294,0.0,0.20129427,Speech
BzLiG-qa4d4,0.10151280766039823,1890.4891451535357,0.07016684037587943,0.3529442,Music
BzlIg-xOMzE,0.1072389009781048,1765.2856901327418,-0.9413973499252376,0.083195105,Music
Bzlig-jogig,0.10312234869909502,1452.8933789416494,1.3827968960827999,0.015399217,Music
CAOSv-pCgSI,0.10031534577366127,1636.876549400371,2.503320504037795,0.010141698,Music
CAuJK-Rb8CY,0.13386166295884747,1916.819063807726,-0.01222521092604679,0.037371613,Speech
CCGIg-mIm2Q,0.13751991867453645,1698.6464161817921,-0.8147562982866562,0.11990562,Music
CDBec-SqCo4,0.10609174314826052,1686.4492518335173,1.7782307805180866,0.10970457,Music
CDKcK-5rJL0,0.10851400086620469,1739.2608672671217,4.116396872940636,0.09788178,Music
CDbEC-Vza_8,0.11940841318052772,1845.1182701079365,1.205756805971147,0.013872849,Speech
CDoGU-1ZHuU,0.10297048652605162,1623.07370714024,-0.03259672186663729,0.12684919,Music
CFELb-CgJj0,0.0746544113475405,1256.2132096379225,-0.06472000734300111,0.021888915,Music
CFftd-xy5NQ,0.12484540902509653,2045.5472696551137,-2.9337041201773144,0.20587543,Speech
CGsmn-I75_k,0.1182361519064509,1685.7734241973421,-1.2602465106043236e-16,0.035497367,Music
CIbco-09YyA,0.12320722135529631,1904.4052079627354,-0.01399733501443635,0.06574297,Speech
CJrYS-IAgwc,0.1421489745835537,1740.0440792512736,0.07623382700946739,0.09398925,Speech
CKOsN-VLqM8,0.21829113328313254,2360.6524368486685,0.02787632831303677,0.0365863,Speech
CLfUE-PBrSw,0.15674395903326882,1973.9238352475325,-0.03397133898071619,0.073603235,Speech
COTOx-8SZUU,0.12668054071511778,2025.0824610866944,0.006615433219040842,0.0071076564,Speech
COtRY-LmHGc,0.08862538688099042,1368.020090483908,0.44822023343389117,0.09408579,Music
CQIyM-3uucU,0.07774616109913793,1222.466215808571,-0.5024619976375271,0.06226312,Music
CRFEZ-xAJkQ,0.17635533541403287,2226.7289508663725,2.183892287672456,0.09254186,Speech
CRZeh-RIfRE,0.11820058323931054,1655.9385536930815,0.00815781584560027,0.021516452,Music
CSLUD-z2-lM,0.10126561294367284,1621.6581309138492,0.1851856418580613,0.06390572,Music
CSaLc-Xj_6g,0.1499465665275337,1458.9773536477621,2.6643271085450206e-17,0.14111313,Music
CTGYK-042SI,0.11657061716983798,1652.973252427948,0.22017803691073323,0.034200277,Music
CUtME-GNs1s,0.14347245604731976,1973.1968698709138,0.007087184877071227,0.05048031,Speech
CZiQG-xJ0SM,0.05736706046932062,1083.661087487772,0.005141138625359957,0.011374334,Music
CcTXv-LzP-U,0.08893025195812021,1537.980931262148,-0.9122346102861695,0.13717619,Music
CcgiG-7BUg4,0.11174176453025478,1974.9280409593566,1.270743603248472,0.2690845,Music
CdOfX-Woj_8,0.14695145543588875,1688.8184549665655,-0.4128132355826877,0.029596629,Speech
Cergt-nRwGg,0.07340876532515991,1478.5920725920598,0.5436972611373737,0.27808177,Music
CfFTd-yV1Jo,0.0996959131088615,1390.080713199041,-0.014789791165861786,0.1876079,Music
CffTd-kB9Xo,0.061292550101457496,1388.6071262418584,-0.0066748947326485935,0.31390616,Music
Cgash-6mtqI,0.07721013448324549,1227.8224724916602,0.0642886074276799,0.022395885,Music
Cglfg-fVujM,0.04209711602393617,984.261764462213,-0.8624457770342805,0.18304528,Music
CkTfL-Wr_dc,0.10635936036985019,1429.2347884656276,1.180071451314086,0.118698575,Music
CkujC-FX3D0,0.1530197190176915,1754.9327316242886,0.017639998864624605,0.042155735,Speech
ClQeq-Y_Enw,0.11729979681622783,1721.5083430439886,0.16732070038894326,0.19151054,Music
CmgBb-4Syn0,0.14375662350082713,2219.6787159659593,-0.144030856934307,0.21834381,Speech
CmzZD-Bnez4,0.17609617563903812,2378.3280000814857,-0.01711833006623782,0.024293974,Speech
CoTox-gosig,0.08911860482246046,1684.0944551752673,3.4586807946947377e-16,0.21464396,Music
CoiQI-Z3y5Q,0.22391236283396945,2676.286450465421,5.458775513574383,0.23510583,Speech
CqIYm-BUhuo,0.13118551123989977,1916.2584833757915,-0.009934908689557861,0.07874262,Speech
CqiYm-Gz-kc,0.06346182564134809,1276.0440549647658,-5.047977151224438,0.16778122,Music
CrVHb-KDVgY,0.10274529865143643,1496.0818908338526,0.18598976865306666,0.13000935,Music
CsLUd-7EqaQ,0.14488622476020913,2311.2511698774533,0.0,0.20991905,Speech
CtOBb-iFV3s,0.11087895398835998,1624.2123404181593,0.005880369300665621,0.013936071,Music
CtUwB-NHYlo,0.14671475469046866,2062.172694400687,0.15231674783494462,0.10513775,Speech
CtuWb-BQOts,0.1299601819190514,1800.2043693432486,0.6824140445142931,0.03632679,Speech
CvnXF-Rk2IU,0.1277207790095976,1933.2711653332235,0.15440243569833548,0.037898764,Speech
CwmAJ-5DcxU,0.18899923445971734,2085.0291203965658,-0.016341007821437027,0.031106943,Speech
CxIfq-fxLwc,0.09187365632678132,1354.9176348046713,2.8444448768648027,0.12092242,Music
CxMsl-BBuf0,0.11318251256716054,1535.9580094060764,0.04684491884489202,0.14902006,Music
CxNIK-cq4kA,0.12358912247683654,1439.6852302140187,-0.06552208296865764,0.05914139,Music
CxNiK-7EoI0,0.21822345070207982,2407.480608331156,-0.11229428107620738,0.022598902,Speech
CxzLN-PRAXU,0.051310391605648535,818.1992472428205,0.9950747939411143,0.016129123,Music
CzIqg-zna88,0.07717501329984794,1425.8392958412642,-0.014979927772805053,0.0118077705,Music
DBRng-LT_t0,0.0840379668445122,1684.7997860666396,0.11586534856466663,0.24136855,Music
DEhkO-bKRh8,0.10826221410778986,1506.9446450050832,-0.25680365408240136,0.05499595,Music
DGYsL-oY75Q,0.19111319581146108,2107.066437470242,0.16874830952430867,0.064788334,Speech
DGwln-bB6nY,0.10542636503308157,1693.3264531175564,0.01860653001706545,0.03627128,Music
DKCCg-tvSOM,0.1014766369835805,1665.5708275457782,0.918484388015697,0.15675639,Music
DKFnM-_Igi0,0.1165051534800324,1861.783881374036,0.0706733618047015,0.24841109,Music
DKlBN-0eBUk,0.16691320930489964,2253.6112410286896,0.42188215222471015,0.0028056414,Speech
DKlbN-YIPLY,0.14027628672580417,1686.3318255059096,0.04552813569356319,0.063862614,Speech
DLvnz-9F2C4,0.11256831685413643,1805.6809260593052,-1.4834254722409348,0.1786539,Music
DMYKC-68GIg,0.18574321009288763,2197.3839259413057,1.276662972730107e-17,0.015348876,Speech
DNFIi-qOn_I,0.12843066337006617,1749.6691166731805,0.004121226822060492,0.022277346,Speech
DOicV-fRpds,0.16946713443367983,2323.913121695584,0.005115300181994194,0.13631599,Speech
DOpwy-EeLNk,0.11408974268841394,2186.748801532485,0.7202025160356406,0.26415098,Speech
DPJrM-bYCjA,0.044089801939205066,982.5183805704244,-0.059443177088254806,0.022331994,Music
DPMzn-2jGNE,0.13289672149716691,1539.9575413460614,0.09699172145779958,0.102656975,Music
DPcpd--vQt0,0.09803592929071804,1528.8150422873848,-0.010257123962586143,0.06535214,Music
DPjRm-NXeKY,0.031287829223578145,814.521530853366,-0.08530083301794836,0.41581672,Music
DPmzn-4xsNI,0.10581965638122376,1557.3111127122165,0.09705886399171754,0.059479266,Music
DQGgi-vpAF4,0.10039035322935992,1801.027992725944,0.36749751788633883,0.23798335,Music
DSvHr-HfHiY,0.10657647477778993,1373.1569618615786,-0.004464841808216587,0.017109493,Music
DVEsB-Unzi8,0.06730350594766465,1462.424842566341,0.0023994374795526835,0.0711212,Music
DVzZX-dXs74,0.0856627084817189,1770.3365344813717,0.016928401926912643,0.30455202,Music
DYEFZ-K5Dcw,0.17061546570960237,2140.723165649178,-1.697069275738887,0.14037515,Speech
DYEnM-2Lo1g,0.10050466776092526,1495.4104571410228,-2.7879063375418187e-16,0.015484473,Music
DaFrS-T5g7E,0.12289250036592506,2014.0216631916817,5.327405703918277e-16,0.08227718,Speech
DanIR-AlOE8,0.19162423270089285,2468.0760579137727,0.4586306957328684,0.07982979,Speech
Darzj-6nAyo,0.08850517996749824,1347.2850931064943,3.5157582652172516e-16,0.041781757,Music
DcDsF-NxCAs,0.1011678018322916,1338.7545064139704,0.11234679777034788,0.036904603,Music
DcLuX-8Q1mg,0.18994487851695352,2193.511994565411,0.1859273290469704,0.044508353,Speech
DclUx-iiCHA,0.11461588541666666,2124.924161544424,1.7023636340674524,0.11348515,Speech
DdcBj-O4ADY,0.11893977709203461,1315.910628599047,-0.04885448860892398,0.052778967,Music
DfREq-rZF_Q,0.10148933025778932,1521.5601968671913,-2.250110593203682e-16,0.059695873,Music
DgySl-nouOI,0.09542262300531915,1692.91012331186,4.5819811450819286,0.17090774,Music
DhYug-hAyFw,0.09843017751710256,1393.3112823744111,-0.0006648759211603205,0.014134859,Music
DhmbE-OI1xA,0.1455341227264309,2159.856911180284,0.16247454410007506,0.13585909,Speech
DhnVz-CA9jM,0.0862076622969113,1400.1933333419415,-0.06854802114089835,0.052529722,Music
DhuFp-6sKZ8,0.20621793468636865,2200.6921283141683,0.2929050601592847,0.19194716,Speech
DiGbP-eSvtA,0.11681074009426674,1520.1220681332738,-0.02889115311949913,0.062161993,Music
DiXkR-5fvwI,0.15573387815241227,2290.50568054487,-1.1839321573007682,0.10852096,Speech
DjdDI-GTmc4,0.1251567162632626,1820.1099908187314,2.963858736281608,0.21658216,Music
DjjqS-veeis,0.09070588094325154,1675.778901731576,-0.23351926020632527,0.16381843,Music
DkdEI-69gUA,0.17161981623335795,2099.907145050499,-2.5510341685541576e-17,0.13211143,Speech
DkdEI-re5bI,0.12461809775667436,1178.603778633213,-0.006457851340551789,0.06831655,Music
DlVNz-vdCOU,0.03515219787344398,687.3117016073315,6.02564417520883,0.038299028,Music
DlxKj-RgThE,0.11133555667677911,1602.9108190917295,-0.2441570881214253,0.062569566,Music
DoDfc-kj63Q,0.1282250053694158,1992.2100068628883,5.043062821446968,0.15560478,Speech
DopFQ-VQmiw,0.19031893648414855,2640.204441623483,-0.005023650393516034,0.022451116,Speech
DpXqW-yJhPM,0.11285900766522358,1217.4296064157502,0.0637054878386888,0.060696796,Music
DuqJc-nROU4,0.12230109828466187,1797.300130675068,0.12530457262254344,0.15143545,Music
DuqiJ-fpofY,0.09013473857875866,1388.385833660403,3.3751658898055227e-16,0.14292403,Music
DwWms-VyZZg,0.09677273796445353,1415.1503927332433,0.025673820179451377,0.20856911,Music
DzBOo-iu5Ds,0.1754301753456735,1909.385445557666,-0.09440064958379618,0.04794999,Speech
DzChj-WpzRA,0.12854166544497092,1504.6516509520438,-0.42073654166450886,0.051401682,Music
DzlCx-0vwhg,0.1144814582566274,1804.4825869845104,0.4740813312941542,0.030571448,Music
EANTy-qmcdU,0.14108667893233742,2088.2266335985387,0.2337289324050141,0.120607615,Speech
ECDGu-L6lc0,0.12993602724594994,2097.245639160294,0.09322793431908985,0.1469648,Speech
EEZbi-t2Rm0,0.20202664790819033,2389.6522765350073,0.027607336046490866,0.14660403,Speech
EEuKb-xFSPs,0.09224500154194079,1630.199654444801,0.06986614286177883,0.052026037,Music
EHBWU-KL8Tk,0.19795478678729123,1899.6880149055671,0.16183614759937337,0.14359045,Speech
EIKIp--YKa8,0.09660255104486197,1391.3641403069944,1.249838253868597,0.07418407,Music
EIUwk-FShBQ,0.0752389667839404,1111.2990508375078,-3.74518462535951,0.08829297,Music
EJRCU-4_VsY,0.06982279102704679,1273.534293049191,1.4158220678285096,0.19215934,Music
ELpcl-I08xw,0.16809803757407957,2183.8747346385544,-0.015078079111672832,0.016774813,Speech
ELsTm-rW1q8,0.12941573822291222,2007.4540487743732,0.27194394902571245,0.23373577,Speech
EMyTH-U17s8,0.13395436567336036,1845.7102675839355,0.03652575335113928,0.3627057,Music
EMyth-NDEe0,0.11304396725772473,1620.1641874621405,-0.11452702562324946,0.5468587,Music
ENENO-Yo_Wc,0.1795373515242659,2121.137514457885,1.4990367434551335,0.03020863,Speech
EOxAI-eZDdQ,0.08600802951388889,1376.4372167522554,-0.5298400106164637,0.3197698,Music
EOxai-xY3Gg,0.13469893575564132,1891.8950646700437,-1.8998286232225687,0.11053396,Speech
EPGRZ-0TZV8,0.1164236668914165,1816.4602582041166,4.777869186568378e-17,0.028719667,Music
EPpSE-pP_LA,0.08941789740296803,1619.5395685351336,-4.498109221146909,0.19616659,Music
EPyIB-HarNM,0.09803214905753968,1997.4791520448086,-0.41711030047083725,0.03501639,Music
EQSEg-OI4OU,0.06123658206260032,885.4379323244157,-0.32631068419326204,0.08391138,Music
EQvaR-7mXxQ,0.05015084946725572,1205.3372628768136,-3.657246000081992,0.13098904,Music
ERADX-6IGS8,0.11548244301147996,1689.293724585986,0.3035215239459081,0.018951528,Music
ERVlJ-4uJeY,0.13030756224133033,1808.210042923384,-3.075360124479023e-16,0.03122902,Speech
ETRQY-HLR3w,0.1433058449955814,2359.941916247626,0.287857704986093,0.28005034,Speech
EVwsG--cj1g,0.09465088408970276,1951.4596968978608,0.24762786913764373,0.26866508,Music
EYcFP-YXnSE,0.14807882859630853,1797.469238741055,-7.34839647364361e-17,0.046903167,Speech
EZzio-pQMNY,0.11371976693277863,1647.2103331096648,0.012493587157061597,0.03987498,Music
EaNgV-zwvYc,0.08438942649147728,1841.5038350122843,1.7056497608010996,0.06341874,Music
EdIBl-mcjic,0.03571212573998179,717.2666733741685,0.7913493517049758,0.15593907,Music
EdgJy-q-Xxs,0.11404037475585938,1707.0380193667236,1.1919742824573751,0.03236185,Music
EezBi-B7c4Y,0.08108146709323583,1405.4719181204425,-0.6906784741020829,0.009951755,Music
EfibK-PwOIs,0.1628450571813295,1984.9139875949463,-0.0017827309057777388,0.0152972955,Speech
EfsHZ-ivRxg,0.13961200099646615,1845.5761156119156,0.3309838723294693,0.09166024,Speech
EfvMv-9yb30,0.048091013418079094,1602.9044690177536,-0.22280082690604902,0.29789945,Music
EgCom-fPgro,0.11832969139185993,1702.656739126977,-0.006635637133219766,0.0059920377,Music
EgcNN-II9V8,0.15079507743362833,2237.2276206894794,0.41894173474402613,0.08109381,Speech
Egcnn-9bbm4,0.12486820727323009,1571.4136181449012,-6.636314032715333,0.24371044,Music
EhXWM-BABY0,0.17568258760379823,1949.1699882392495,3.4969805512647197e-17,0.039648674,Speech
EiKVs-231II,0.21637765452348065,2425.8024594789485,0.23029511283534845,0.055951096,Speech
Eikip-qiSMA,0.14273505882425255,1979.5338132988509,-0.008552032706374021,0.036848366,Speech
Eizbw-4PjtU,0.13372433357348704,1781.0027449162014,4.625286547959997,0.0733331,Speech
EldvL-8Uo38,0.16725885556799136,2004.7332598991625,0.0009691233838613544,0.020958867,Speech
EldvL-Hx_Wc,0.134759129018847,2024.2455820483754,4.330133409142286,0.13948156,Speech
Elstm-39Bm4,0.06302239106497154,1150.0682020494585,0.13671460767476382,0.008254229,Music
EmvQs-FEwCk,0.15848547083730916,2221.391070041091,3.758919823952566,0.2199726,Speech
EpYIB-lMrFA,0.1554923140564555,2223.4782011668813,0.5391759682526261,0.09615615,Speech
EpYib-7pJdQ,0.09785297114469599,1810.2222362118482,0.016787943361593425,0.052854326,Music
EpZug-SYBAc,0.12259620992273813,1776.1381541199546,0.4341315750001971,0.07512401,Music
EqVAR-lz5e0,0.08682652814689538,1406.302446815559,0.5938353937524428,0.32205442,Music
EredA-_AVsg,0.11850344066990702,1481.6323191789681,0.019600087385355278,0.24745874,Music
EskFD-cf5fw,0.18775982113438552,2113.3655570482792,-1.186818605265262e-17,0.010283312,Speech
EtRQy-o3bGc,0.16383333137806386,2162.943786418408,0.07377526921532875,0.10299678,Speech
FAQGk-_pzZw,0.12366072626072962,1747.7074039719218,0.255910567163526,0.01763942,Music
FBzNy-jUpSg,0.18605853745351,2269.8531794372616,-0.23550001615665156,0.035926543,Speech
FCzdR-HvHNg,0.10868029634570198,1531.7895135044237,-3.5624547660514227e-16,0.052913196,Music
FExKc-96kpI,0.10196042967671819,1526.4653550491764,-0.13364935969804573,0.012842506,Music
FExkC-DzMvI,0.1460873225185775,2085.033756091683,2.283014830630231,0.04876931,Speech
FFxuE-WvQRI,0.14578473538772424,1949.812001397176,-0.005786640459368745,0.22219492,Speech
FHOhT-muOHU,0.11016400049603174,1556.2869754550672,2.7636458876919767,0.083911516,Music
FHWDz-OpbpU,0.14789453510775255,1949.21097916129,0.06471522750946249,0.010611573,Speech
FKiWv-r_QrM,0.18092034326161965,2071.175161560992,0.028137692257924434,0.046171047,Speech
FNiKV-RYWKs,0.16869499918265038,2102.9732034506824,-0.058894058508820325,0.0844366,Speech
FNolk-XROmg,0.08732276573313148,1614.785909359645,-0.7187739561185592,0.047207695,Music
FOTcb-ZJwTI,0.07985581987359551,1286.8621498244327,0.7476347539485467,0.0631564,Music
FPNXP-Nhud0,0.14201984538898602,1824.028890783736,0.0,0.12898399,Speech
FPufR-rldgI,0.177579715780543,1877.857873760633,-1.2084945240587672,0.18919396,Speech
FRnUF-R9w2Q,0.08680053158027176,1381.6352597794223,0.004921543449819765,0.042698633,Music
FSrdu-_2MOg,0.18306296369154676,2284.1632727963506,1.263477379847835,0.11420917,Speech
FSwlx-zTVEk,0.16587506060261445,2301.5257355935523,0.0,0.24912752,Speech
FTBfy-6pp-k,0.14588943436611918,1902.2116068895343,0.01761561323999312,0.061310638,Speech
FTPJe-nGwqU,0.15472903508467517,1790.8216522913788,0.9329830008504103,0.13078742,Speech
FVTkW-nK7IM,0.1734438004032258,2203.0051490750866,-0.14431946539168006,0.015806992,Speech
FVjRL-PHdYI,0.1246120871430667,1664.6166950666811,2.668705110836057e-16,0.021881957,Music
FWNCE-7ylG0,0.18199722534556334,2192.755426708963,0.10169357066052746,0.05501968,Speech
FawIE-TY9qg,0.08146179759174312,1494.4571110481295,-0.4182219358839942,0.03063219,Music
FcLZt-vzEeg,0.17241081266144748,1913.4572549351042,-0.034198567991067685,0.02332781,Speech
FeOfI-evVdE,0.1457321753578205,1624.6165167827635,0.26208675686614313,0.036730424,Speech
FeoFi-FJgc4,0.04690779500932836,1411.6170493856332,0.6722680997207382,0.25315505,Music
FfQAu-WYKAA,0.11719400853013619,1586.896072176591,-0.02947582261097925,0.04300384,Music
FfxuE-y-HuQ,0.10913336981844474,1572.272700542707,0.029933837750205097,0.043555744,Music
FjWzF-gPFEw,0.09040280032467532,1426.3792024292902,-0.41302830311208194,0.1321582,Music
FjzQe-MgooU,0.09477114019373672,1914.3109648720222,0.3812456702756411,0.21703699,Music
FkZWO-VJbGE,0.13730027010952658,1816.1570536397803,-0.06843083857847417,0.13160312,Speech
FnoLK-7kzAg,0.16863577706473215,1988.5802643203588,-8.546871164488723,0.0920756,Speech
FnwwW-d3g6A,0.1885513419511421,2026.833337330763,0.019737959234550396,0.15758328,Speech
FnzrO-uXxGU,0.09708618991969668,2383.9587478084004,-1.7137642769416397e-16,0.20685245,Speech
FoLgB-3bixw,0.1114877247164007,1447.558319566376,0.14762357649860164,0.038081907,Music
FotLc-sx0C8,0.09185800140708003,1299.4639645294603,-0.00724112816093881,0.04315605,Music
Fpzcx-7KSZU,0.22655452502313805,2472.2162347461126,0.0821257864211335,0.045931984,Speech
FrQOZ-pbRgY,0.07419121136117136,1247.6533372255417,0.06293799134800175,0.2477008,Music
FtjvO-T7Huw,0.08791279643462943,1520.1340067757035,-0.6647464618720031,0.09300502,Music
FwRpV-hgH7s,0.08984032946584938,1351.2372620254237,-0.4911777535563639,0.07260332,Music
Fwhqs-5jF84,0.0571598547463209,1262.3920080978053,-0.024252293949117574,0.0303931,Music
Fxjlx-H28Lk,0.10442752858930518,1449.2264897756659,0.19293108330789327,0.08191058,Music
GBFJN-kpPfM,0.06177522344728601,989.0504383487186,1.607895075761934,0.12600353,Music
GBwvR-FSWvM,0.0853086467161017,1448.604117676413,-0.035009022297362566,0.024568906,Music
GDoGt-RZ1Uk,0.1018017250419463,1743.3736367109764,-1.9384798384677775,0.24393345,Music
GElwx-CugjI,0.2610288870649111,2716.1720406263785,0.05370258078147101,0.0087833265,Speech
GFAYH-hlZUs,0.11164515693816643,1659.1408775573418,0.010020780961055955,0.012460316,Music
GFgPw-BfpEU,0.14844611356119075,1840.3186861572447,3.7610054750764356e-16,0.05914541,Speech
